Q_ID	Skill_ID	Site_ID	Question_text_ru	Question_text_en	Answer	Fake_answer	Clue_ru	Clue_en	Video_url	Vid_ID	Vid_descr_local	Vid_guest_ID	Vid_channel_ID	Chapter_ID	Timestamp	a_en	a_ru	fa_en	fa_ru
275	1	1	Какая официальная валюта в UI Kingdom?	What is the official currency in the UI Kingdom?	Pixels (Пиксельные монеты)	Unicorns (Единороги)	лол	lol	youto.be	fsdhe	bla bla	13	13	13	423423	Pixels	Пиксельные монеты	Unicorns	Единороги
276	1	1	Какой супергерой может мгновенно создавать идеальные до пикселя дизайны?	Which superhero has the ability to instantly create pixel-perfect designs?	Superman (Дизайнер)	The Incredible Typographer (Невероятный типограф)	лол	lol	youto.be	fsdhe	bla bla	13	13	13	423423	Superman	Дизайнер	The Incredible Typographer	Невероятный типограф
277	1	1	Что рекомендуется перекусить UI-дизайнерам во время марафонских дизайнерских сессий?	What is the recommended snack for UI designers during marathon design sessions?	Coffee (Пиксельные попсы)	Pixelated Pizza (Пиксельная пицца)	лол	lol	youto.be	fsdhe	bla bla	13	13	13	423423	Coffee	Пиксельные попсы	Pixelated Pizza	Пиксельная пицца
278	1	1	Что является лучшим оружием против несогласованности в дизайне пользовательского интерфейса?	What is the ultimate weapon against unalignment in UI design?	Guidelines (Молоток для выравнивания)	The Magic Eraser (Волшебный ластик)	лол	lol	youto.be	fsdhe	bla bla	13	13	13	423423	Guidelines	Молоток для выравнивания	The Magic Eraser	Волшебный ластик
279	1	1	Что происходит, когда вы нажимаете кнопку «Make It Pop» во Framer?	What happens when you click the "Make It Pop" button in Framer?	It adds random gradients (Ваш дизайн превращается в диско-шар)	Nothing. It's a trick button. (Ничего. Это хитрая кнопка.)	лол	lol	youto.be	fsdhe	bla bla	13	13	13	423423	It adds random gradients	Ваш дизайн превращается в диско-шар	Nothing. It's a trick button.	Ничего. Это хитрая кнопка.
280	1	1	Какая квалификация необходима для того, чтобы стать мастером пользовательского интерфейса?	What is an essential qualification to become a UI wizard?	Experience (Способность говорить на бинарном языке)	The Power of Imagination (Сила воображения)	лол	lol	youto.be	fsdhe	bla bla	13	13	13	423423	Experience	Способность говорить на бинарном языке	The Power of Imagination	Сила воображения
281	1	1	Какой тайной силой обладает мифический «Улиус Максимус»?	What secret power does the mythical "UIus Maximus" possess?	Order (Способность упорядочивать хаос)	Mind-reading (Чтение мыслей)	лол	lol	youto.be	fsdhe	bla bla	13	13	13	423423	Order	Способность упорядочивать хаос	Mind-reading	Чтение мыслей
282	1	1	Какое любимое танцевальное движение UI-дизайнеров?	What is the favorite dance move of UI designers?	The Moonwalk (Перемешивание пикселей)	The CSS Salsa (CSS сальса)	лол	lol	youto.be	fsdhe	bla bla	13	13	13	423423	The Moonwalk	Перемешивание пикселей	The CSS Salsa	CSS сальса
283	1	1	Какое заклинание наиболее эффективно для оживления элементов пользовательского интерфейса?	What is the most effective spell to bring UI elements to life?	Animation (Абра-кадабра-CSS)	The Power of HTML (Сила HTML)	лол	lol	youto.be	fsdhe	bla bla	13	13	13	423423	Animation	Абра-кадабра-CSS	The Power of HTML	Сила HTML
284	1	1	Какое существо, по слухам, вдохновляет дизайнеров пользовательского интерфейса в их снах?	Which creature is rumored to give UI designers inspiration in their dreams?	Cat (Креативная пиксельная фея)	Werewolf (Оборотень)	лол	lol	youto.be	fsdhe	bla bla	13	13	13	423423	Cat	Креативная пиксельная фея	Werewolf	Оборотень
285	1	1	Что является ключевым компонентом для создания волшебного перехода пользовательского интерфейса?	What is the key ingredient to create a magical UI transition?	Easing Function (Эликсир легкости)	The Heart of the UI (Сердце пользовательского интерфейса)	лол	lol	youto.be	fsdhe	bla bla	13	13	13	423423	Easing Function	Эликсир легкости	The Heart of the UI	Сердце пользовательского интерфейса
286	1	1	Какова окончательная награда за успешное завершение сложного проекта пользовательского интерфейса?	What is the ultimate reward for successfully completing a challenging UI project?	Client satisfaction (Золотой пользовательский интерфейс)	An extra slice of pizza (Дополнительный кусок пиццы)	лол	lol	youto.be	fsdhe	bla bla	13	13	13	423423	Client satisfaction	Золотой пользовательский интерфейс	An extra slice of pizza	Дополнительный кусок пиццы
287	1	1	Какую одежду предпочитают дизайнеры пользовательского интерфейса?	What is the preferred attire for UI designers?	T-shirt and jeans (Плащ творчества)	Suit and tie (Костюм и галстук)	лол	lol	youto.be	fsdhe	bla bla	13	13	13	423423	T-shirt and jeans	Плащ творчества	Suit and tie	Костюм и галстук
288	1	1	Каков наилучший ответ при обнаружении ошибки пользовательского интерфейса?	What is the best response when encountering a UI bug?	Debug it (Аплодисменты креативности жука)	Blame the unicorns (Во всем виноваты единороги)	лол	lol	youto.be	fsdhe	bla bla	13	13	13	423423	Debug it	Аплодисменты креативности жука	Blame the unicorns	Во всем виноваты единороги
289	1	1	Какой секретный код для разблокировки скрытых функций Framer?	What is the secret code to unlock Framer's hidden features?	A, B, A, A (Вверх, вверх, вниз, вниз, влево, вправо, влево, вправо)	Just kidding, there's no secret code (Шучу, секретного кода нет.)	лол	lol	youto.be	fsdhe	bla bla	13	13	13	423423	A, B, A, A	Вверх, вверх, вниз, вниз, влево, вправо, влево, вправо	Just kidding, there's no secret code	Шучу, секретного кода нет.
290	1	1	Какой основной язык используется для пользовательского интерфейса Framer?	What is the primary language used for Framer's user interface?	English (Английский)	Chinese (Китайский)	лол	lol	youto.be	fsdhe	bla bla	13	13	13	423423	English	Английский	Chinese	Китайский
291	1	1	Что такое широко используемая концепция во Framer для точного позиционирования кадров?	What is a commonly used concept in Framer for positioning frames precisely?	Absolute positioning (Абсолютное позиционирование)	Absolute positioning (Абсолютное)	лол	lol	youto.be	fsdhe	bla bla	13	13	13	423423	Absolute positioning	Абсолютное позиционирование	Absolute positioning	Абсолютное
292	1	1	Как еще называется автоматическая организация фреймов по строкам и столбцам во Framer?	What is another term for automatically organizing frames in rows and columns in Framer?	Auto positioning or grid layout (Автоматическое позиционирование или макет сетки)	Nesting (Вложение)	лол	lol	youto.be	fsdhe	bla bla	13	13	13	423423	Auto positioning or grid layout	Автоматическое позиционирование или макет сетки	Nesting	Вложение
293	1	1	Какая концепция во Framer позволяет применять согласованные свойства к дочерним элементам пользовательского интерфейса на основе родителя?	Which concept in Framer allows you to apply consistent properties to child UI elements based on the parent?	Nesting (Вложение)	Child element (Дочерний элемент)	лол	lol	youto.be	fsdhe	bla bla	13	13	13	423423	Nesting	Вложение	Child element	Дочерний элемент
294	1	1	Каковы некоторые общие параметры относительного размера элементов пользовательского интерфейса во Framer?	What are some common options for relative sizing of UI elements in Framer?	Fit content or fill parent (Вписать содержимое или заполнить родитель)	Auto positioning (Автопозиционирование)	лол	lol	youto.be	fsdhe	bla bla	13	13	13	423423	Fit content or fill parent	Вписать содержимое или заполнить родитель	Auto positioning	Автопозиционирование
295	1	1	Какова основная цель ИИ Framer при создании веб-сайтов?	What is the primary purpose of Framer's AI in website creation?	Generating beautiful site layouts (Создание красивых макетов сайта)	To size the element based on its content (Auto height)	лол	lol	youto.be	fsdhe	bla bla	13	13	13	423423	Generating beautiful site layouts	Создание красивых макетов сайта	To size the element based on its content	Auto height
296	1	1	Что является первым шагом в создании веб-дизайна во Framer?	What is the first step in creating a web design in Framer?	Customizing the generated site layout (Настройка сгенерированного макета сайта)	Fill parent (Заполнить)	лол	lol	youto.be	fsdhe	bla bla	13	13	13	423423	Customizing the generated site layout	Настройка сгенерированного макета сайта	Fill parent	Заполнить
297	1	1	Как сделать процесс обучения более увлекательным для ваших друзей, увлекающихся играми?	How can you make the learning process more engaging for your friends who are into games?	Adding gamification elements like quizzes, challenges, and rewards (Добавление элементов геймификации, таких как викторины, задачи и награды)	Relative sizing (Относительный размер)	лол	lol	youto.be	fsdhe	bla bla	13	13	13	423423	Adding gamification elements like quizzes, challenges, and rewards	Добавление элементов геймификации, таких как викторины, задачи и награды	Relative sizing	Относительный размер
298	1	1	В чем преимущество использования формата игры-викторины для изучения Framer?	What is the benefit of using a quiz game format for learning Framer?	It provides an interactive and engaging way to learn and apply concepts in a practical manner. (Он обеспечивает интерактивный и увлекательный способ изучения и применения концепций на практике.)	Interface that allows users to interact with a system (UI)	лол	lol	youto.be	fsdhe	bla bla	13	13	13	423423	It provides an interactive and engaging way to learn and apply concepts in a practical manner.	Он обеспечивает интерактивный и увлекательный способ изучения и применения концепций на практике.	Interface that allows users to interact with a system	UI
299	1	1	Как предопределенные подсказки и образовательные видео могут улучшить процесс обучения?	How can predefined clues and educational videos enhance the learning experience?	Predefined clues provide hints to assist with the correct answer, while educational videos provide visual explanations and demonstrations. (Предопределенные подсказки содержат подсказки, помогающие найти правильный ответ, а обучающие видеоролики содержат наглядные объяснения и демонстрации.)	Propagating (Распространение)	лол	lol	youto.be	fsdhe	bla bla	13	13	13	423423	Predefined clues provide hints to assist with the correct answer, while educational videos provide visual explanations and demonstrations.	Предопределенные подсказки содержат подсказки, помогающие найти правильный ответ, а обучающие видеоролики содержат наглядные объяснения и демонстрации.	Propagating	Распространение
300	1	1	Каково назначение компонента во Framer?	What is the purpose of a component in Framer?	A component is a reusable UI element that can be easily added to multiple frames or artboards in a design. (Компонент — это многократно используемый элемент пользовательского интерфейса, который можно легко добавить в несколько фреймов или монтажных областей в дизайне.)	на которой располагаются инструменты для редактирования элементов в Framer? (Toolbar)	лол	lol	youto.be	fsdhe	bla bla	13	13	13	423423	A component is a reusable UI element that can be easily added to multiple frames or artboards in a design.	Компонент — это многократно используемый элемент пользовательского интерфейса, который можно легко добавить в несколько фреймов или монтажных областей в дизайне.	на которой располагаются инструменты для редактирования элементов в Framer?	Toolbar
301	1	1	Как добавить интерактивности в прототипы Framer?	How can you add interactivity to your Framer prototypes?	By using animations, transitions, and interaction events like clicks or swipes. (Используя анимацию, переходы и интерактивные события, такие как клики или смахивания.)	Cursor (Курсор)	лол	lol	youto.be	fsdhe	bla bla	13	13	13	423423	By using animations, transitions, and interaction events like clicks or swipes.	Используя анимацию, переходы и интерактивные события, такие как клики или смахивания.	Cursor	Курсор
302	1	1	Каково значение точек останова в адаптивном веб-дизайне?	What is the significance of breakpoints in responsive web design?	Breakpoints define specific screen sizes where the layout of a website adjusts to provide an optimal viewing experience. (Точки останова определяют определенные размеры экрана, при которых макет веб-сайта настраивается для обеспечения оптимального просмотра.)	Resizing (Размер)	лол	lol	youto.be	fsdhe	bla bla	13	13	13	423423	Breakpoints define specific screen sizes where the layout of a website adjusts to provide an optimal viewing experience.	Точки останова определяют определенные размеры экрана, при которых макет веб-сайта настраивается для обеспечения оптимального просмотра.	Resizing	Размер
303	1	1	Какова функция редактора кода во Framer?	What is the function of the Code Editor in Framer?	The Code Editor allows you to write and customize the underlying code of your Framer prototypes, providing more advanced control and functionality. (Редактор кода позволяет вам писать и настраивать базовый код ваших прототипов Framer, обеспечивая более расширенный контроль и функциональность.)	Combining multiple elements into a single entity (Группировка)	лол	lol	youto.be	fsdhe	bla bla	13	13	13	423423	The Code Editor allows you to write and customize the underlying code of your Framer prototypes, providing more advanced control and functionality.	Редактор кода позволяет вам писать и настраивать базовый код ваших прототипов Framer, обеспечивая более расширенный контроль и функциональность.	Combining multiple elements into a single entity	Группировка
304	1	1	Как вы можете предварительно просмотреть и протестировать прототипы Framer перед их окончательной доработкой?	How can you preview and test your Framer prototypes before finalizing them?	By using the Preview window or by exporting the prototype to a web browser or device for interactive testing. (С помощью окна предварительного просмотра или путем экспорта прототипа в веб-браузер или устройство для интерактивного тестирования.)	Crop tool (Обрезка)	лол	lol	youto.be	fsdhe	bla bla	13	13	13	423423	By using the Preview window or by exporting the prototype to a web browser or device for interactive testing.	С помощью окна предварительного просмотра или путем экспорта прототипа в веб-браузер или устройство для интерактивного тестирования.	Crop tool	Обрезка
305	1	1	Какова цель состояний во Framer?	What is the purpose of states in Framer?	States allow you to define different visual states for UI elements, such as hover, active, or focused (Состояния позволяют вам определять различные визуальные состояния для элементов пользовательского интерфейса, таких как наведение, активный или сфокусированный.)	Arrangement of elements on a webpage (Макет)	лол	lol	youto.be	fsdhe	bla bla	13	13	13	423423	States allow you to define different visual states for UI elements, such as hover, active, or focused	Состояния позволяют вам определять различные визуальные состояния для элементов пользовательского интерфейса, таких как наведение, активный или сфокусированный.	Arrangement of elements on a webpage	Макет
306	1	1	В чем разница между фреймом и группой во Framer?	What is the difference between a frame and a group in Framer?	A frame is a parent container that can have child elements, while a group is a non-container element used mainly for visual organization. (Фрейм — это родительский контейнер, который может иметь дочерние элементы, а группа — это неконтейнерный элемент, используемый в основном для визуальной организации.)	Hover effect (Ховер)	лол	lol	youto.be	fsdhe	bla bla	13	13	13	423423	A frame is a parent container that can have child elements, while a group is a non-container element used mainly for visual organization.	Фрейм — это родительский контейнер, который может иметь дочерние элементы, а группа — это неконтейнерный элемент, используемый в основном для визуальной организации.	Hover effect	Ховер
307	1	1	Каково назначение панели «Слои» в Framer?	What is the purpose of the Layers panel in Framer?	The Layers panel provides an overview of all the UI elements in your Framer project and allows you to manage them efficiently. (Панель «Слои» предоставляет обзор всех элементов пользовательского интерфейса в вашем проекте Framer и позволяет вам эффективно управлять ими.)	Style of letters and characters (Шрифт)	лол	lol	youto.be	fsdhe	bla bla	13	13	13	423423	The Layers panel provides an overview of all the UI elements in your Framer project and allows you to manage them efficiently.	Панель «Слои» предоставляет обзор всех элементов пользовательского интерфейса в вашем проекте Framer и позволяет вам эффективно управлять ими.	Style of letters and characters	Шрифт
308	1	1	Как вы можете поделиться своими прототипами Framer с другими для обратной связи или совместной работы?	How can you share your Framer prototypes with others for feedback or collaboration?	By generating a shareable link or by exporting the prototype as a standalone file to be shared via email or cloud storage. (Путем создания общей ссылки или экспорта прототипа в виде отдельного файла, которым можно поделиться по электронной почте или в облачном хранилище.)	Shape tool (Инструмент)	лол	lol	youto.be	fsdhe	bla bla	13	13	13	423423	By generating a shareable link or by exporting the prototype as a standalone file to be shared via email or cloud storage.	Путем создания общей ссылки или экспорта прототипа в виде отдельного файла, которым можно поделиться по электронной почте или в облачном хранилище.	Shape tool	Инструмент
309	1	1	На каких интернет-ресурсах и сообществах вы можете найти поддержку и вдохновение для Framer?	What are some online resources and communities where you can find support and inspiration for Framer?	Framer's official documentation, the Framer Community Forum, and platforms like Dribbble and Behance are great sources for learning, and getting inspired by other Framer users. (Официальная документация Framer, форум сообщества Framer и такие платформы, как Dribbble и Behance, — отличные источники для обучения и получения вдохновения от других пользователей Framer.)	Outline around the element (Рамка)	лол	lol	youto.be	fsdhe	bla bla	13	13	13	423423	Framer's official documentation, the Framer Community Forum, and platforms like Dribbble and Behance are great sources for learning, and getting inspired by other Framer users.	Официальная документация Framer, форум сообщества Framer и такие платформы, как Dribbble и Behance, — отличные источники для обучения и получения вдохновения от других пользователей Framer.	Outline around the element	Рамка
310	1	1	Что такое UI? 	What is UI?	Interface (Интерфейс)	Candies (Конфеты)	лол	lol	youto.be	fsdhe	bla bla	13	13	13	423423	Interface	Интерфейс	Candies	Конфеты
311	1	1	Какие типы элементов могут входить в UI? 	What types of elements can be part of UI?	Buttons, text fields, images (Кнопки, текстовые поля, изображения)	Ability to draw (Умение рисовать)	лол	lol	youto.be	fsdhe	bla bla	13	13	13	423423	Buttons, text fields, images	Кнопки, текстовые поля, изображения	Ability to draw	Умение рисовать
312	1	1	Что такое Framer? 	What is Framer?	A tool for creating interactive prototypes (Инструмент для создания интерактивных прототипов)	Creating drawings (Создание чертежей)	лол	lol	youto.be	fsdhe	bla bla	13	13	13	423423	A tool for creating interactive prototypes	Инструмент для создания интерактивных прототипов	Creating drawings	Создание чертежей
313	1	1	Что такое анимация в UI? 	What is animation in UI?	Movement of interface elements (Движение элементов интерфейса)	Magic pendulum (Магический пендель)	лол	lol	youto.be	fsdhe	bla bla	13	13	13	423423	Movement of interface elements	Движение элементов интерфейса	Magic pendulum	Магический пендель
314	1	1	Что такое прототипирование в UI? 	What is prototyping in UI?	Creating a working model of the interface (Создание рабочей модели интерфейса)	Time manipulation (Манипулирование временем)	лол	lol	youto.be	fsdhe	bla bla	13	13	13	423423	Creating a working model of the interface	Создание рабочей модели интерфейса	Time manipulation	Манипулирование временем
315	1	1	Как макеты помогают в UI? 	How do layouts help in UI?	Allow planning the arrangement of elements (Позволяют спланировать расположение элементов)	Creating drawings (Создание чертежей)	лол	lol	youto.be	fsdhe	bla bla	13	13	13	423423	Allow planning the arrangement of elements	Позволяют спланировать расположение элементов	Creating drawings	Создание чертежей
316	1	1	Какие инструменты можно использовать для создания UI макетов? 	What tools can be used to create UI layouts?	Figma, Sketch, Adobe XD (Figma, Sketch, Adobe XD)	They stand on glass legs (Стоят на стеклянных ножках)	лол	lol	youto.be	fsdhe	bla bla	13	13	13	423423	Figma, Sketch, Adobe XD	Figma, Sketch, Adobe XD	They stand on glass legs	Стоят на стеклянных ножках
317	1	1	Что такое цветовая палитра в UI? 	What is a color palette in UI?	A set of colors used in the interface (Набор цветов, используемых в интерфейсе)	Filters (Фильтры)	лол	lol	youto.be	fsdhe	bla bla	13	13	13	423423	A set of colors used in the interface	Набор цветов, используемых в интерфейсе	Filters	Фильтры
318	1	1	Какие типы шрифтов можно использовать в UI? 	What types of fonts can be used in UI?	Sans-serif, serif font (Санс-сериф, шрифт с засечками)	Easter eggs (Пасхальные яйца)	лол	lol	youto.be	fsdhe	bla bla	13	13	13	423423	Sans-serif, serif font	Санс-сериф, шрифт с засечками	Easter eggs	Пасхальные яйца
319	1	1	Что такое брейкпоинт в UI? 	What is a breakpoint in UI?	A point where the arrangement of elements changes on different devices (Точка, где меняется расположение элементов на разных устройствах)	Hierogliphs (Иероглифы)	лол	lol	youto.be	fsdhe	bla bla	13	13	13	423423	A point where the arrangement of elements changes on different devices	Точка, где меняется расположение элементов на разных устройствах	Hierogliphs	Иероглифы
320	1	1	Как можно протестировать UI прототипы перед выпуском? 	How can you test UI prototypes before release?	Testing on devices or in a web browser (Тестирование на устройствах или в веб-браузере)	Vacuum cleaner moment (Момент пылесоса)	лол	lol	youto.be	fsdhe	bla bla	13	13	13	423423	Testing on devices or in a web browser	Тестирование на устройствах или в веб-браузере	Vacuum cleaner moment	Момент пылесоса
321	1	1	Как называется процесс сборки и запуска UI интерфейса на реальных устройствах? 	What is the process of assembling and running the UI interface on real devices called?	Deployment (Деплоймент)	Running trains (Пускать поезда)	лол	lol	youto.be	fsdhe	bla bla	13	13	13	423423	Deployment	Деплоймент	Running trains	Пускать поезда
322	1	1	Что такое отзывчивый дизайн в UI? 	What is responsive design in UI?	Design that automatically adapts to different device screens (Дизайн, который автоматически адаптируется под разные экраны устройств)	Interstellar travel management (Управление межгалактическими путешествиями)	лол	lol	youto.be	fsdhe	bla bla	13	13	13	423423	Design that automatically adapts to different device screens	Дизайн, который автоматически адаптируется под разные экраны устройств	Interstellar travel management	Управление межгалактическими путешествиями
323	1	1	Какой инструмент помогает выровнять элементы в UI? 	Which tool helps align elements in UI?	Ruler (Рулетка)	Matryoshkas (Матрешки)	лол	lol	youto.be	fsdhe	bla bla	13	13	13	423423	Ruler	Рулетка	Matryoshkas	Матрешки
324	1	1	Что означает термин "выступ" в UI? 	What does the term "padding" mean in UI?	Margins around an element (Отступы вокруг элемента)	Magnet (Магнит)	лол	lol	youto.be	fsdhe	bla bla	13	13	13	423423	Margins around an element	Отступы вокруг элемента	Magnet	Магнит
325	1	1	Что такое пользовательский опыт 	UX	How users interact with the interface (Как пользователь взаимодействует с интерфейсом)	Wall insulation (Утепление стены)	лол	lol	youto.be	fsdhe	bla bla	13	13	13	423423	How users interact with the interface	Как пользователь взаимодействует с интерфейсом	Wall insulation	Утепление стены
326	1	1	Какие элементы интерфейса обычно объединяют в группу в UI? 	What elements of the interface are usually grouped together in UI?	Floating button, text field, icon (Подвижная кнопка, текстовое поле, иконка)	Training of sea lions (Обучение морских котиков)	лол	lol	youto.be	fsdhe	bla bla	13	13	13	423423	Floating button, text field, icon	Подвижная кнопка, текстовое поле, иконка	Training of sea lions	Обучение морских котиков
327	1	1	Что означает термин "жест" в UI? 	What does the term "gesture" mean in UI?	A movement performed on a touchscreen (Движение, выполненное на сенсорном экране)	Crop (Обрезка)	лол	lol	youto.be	fsdhe	bla bla	13	13	13	423423	A movement performed on a touchscreen	Движение, выполненное на сенсорном экране	Crop	Обрезка
328	1	1	Что такое "логотип" в UI? 	What is a "logo" in UI?	An identifying symbol representing a brand or company (Идентификационный знак, представляющий бренд или компанию)	Handshake (Рукопожатие)	лол	lol	youto.be	fsdhe	bla bla	13	13	13	423423	An identifying symbol representing a brand or company	Идентификационный знак, представляющий бренд или компанию	Handshake	Рукопожатие
329	1	1	Что такое "выравнивание" в UI? 	What is "alignment" in UI?	Arrangement of elements on a page according to a specific line or plane (Расположение элементов на странице в соответствии с определенной линией или плоскостью)	Spaceship (Космический корабль)	лол	lol	youto.be	fsdhe	bla bla	13	13	13	423423	Arrangement of elements on a page according to a specific line or plane	Расположение элементов на странице в соответствии с определенной линией или плоскостью	Spaceship	Космический корабль
330	1	1	Что такое пользовательский интерфейс 	UI	The interface through which the user interacts with an application (Интерфейс, через который пользователь взаимодействует с приложением)	Satellite search (Поиск спутников)	лол	lol	youto.be	fsdhe	bla bla	13	13	13	423423	The interface through which the user interacts with an application	Интерфейс, через который пользователь взаимодействует с приложением	Satellite search	Поиск спутников
331	1	1	Что такое прототип в UI-дизайне? 	What is a prototype in UI design?	A model or layout of the interface that allows testing of the concept or functionality (Модель или макет интерфейса, позволяющий проверить концепцию или функциональность)	Дэдпул (Deadpool)	лол	lol	youto.be	fsdhe	bla bla	13	13	13	423423	A model or layout of the interface that allows testing of the concept or functionality	Модель или макет интерфейса, позволяющий проверить концепцию или функциональность	Дэдпул	Deadpool
332	1	1	Какой инструмент позволяет создавать интерактивные прототипы в Framer? 	Which tool allows creating interactive prototypes in Framer?	Код (Code)	Cardboard construction set (Картонный строительный набор)	лол	lol	youto.be	fsdhe	bla bla	13	13	13	423423	Код	Code	Cardboard construction set	Картонный строительный набор
333	1	1	Что означает термин "пиксель" в UI? 	What does the term "pixel" mean in UI?	The smallest unit of an image on a screen (Наименьшая единица изображения на экране)	Молоток (Hammer)	лол	lol	youto.be	fsdhe	bla bla	13	13	13	423423	The smallest unit of an image on a screen	Наименьшая единица изображения на экране	Молоток	Hammer
334	1	1	Что такое компонент в UI-дизайне? 	What is a component in UI design?	A reusable interface element (Переиспользуемый элемент интерфейса)	Little green goblin (Маленький зеленый гоблин)	лол	lol	youto.be	fsdhe	bla bla	13	13	13	423423	A reusable interface element	Переиспользуемый элемент интерфейса	Little green goblin	Маленький зеленый гоблин
335	1	1	Какая роль у CSS в UI? 	What role does CSS play in UI?	Responsible for the appearance and style of interface elements (Отвечает за внешний вид и стиль элементов интерфейса)	Iron Man's suit (Костюм Железного Человека)	лол	lol	youto.be	fsdhe	bla bla	13	13	13	423423	Responsible for the appearance and style of interface elements	Отвечает за внешний вид и стиль элементов интерфейса	Iron Man's suit	Костюм Железного Человека
336	1	1	Что такое векторная графика в UI? 	What is vector graphics in UI?	A graphic format based on mathematical calculations, allowing images to be scaled without losing quality (Графический формат, основанный на математических вычислениях, позволяющий масштабировать изображения без потери качества)	Cows in the pasture (Коровы на пастбище)	лол	lol	youto.be	fsdhe	bla bla	13	13	13	423423	A graphic format based on mathematical calculations, allowing images to be scaled without losing quality	Графический формат, основанный на математических вычислениях, позволяющий масштабировать изображения без потери качества	Cows in the pasture	Коровы на пастбище
337	1	1	Как называется техника в UI, при которой объекты выглядят так, будто находятся на трехмерной поверхности? 	What is the technique in UI where objects appear to be on a three-dimensional surface?	Realistic spatiality (Реалистическая пространственность)	Life on Venus (Жизнь на планете Венера)	лол	lol	youto.be	fsdhe	bla bla	13	13	13	423423	Realistic spatiality	Реалистическая пространственность	Life on Venus	Жизнь на планете Венера
338	1	1	Что такое адаптивный дизайн в UI? 	What is responsive design in UI?	Design that adapts to different screen sizes (Дизайн, который адаптируется к различным размерам экранов)	Anti-gravity simulation (Симуляция антигравитации)	лол	lol	youto.be	fsdhe	bla bla	13	13	13	423423	Design that adapts to different screen sizes	Дизайн, который адаптируется к различным размерам экранов	Anti-gravity simulation	Симуляция антигравитации
339	1	1	Какой элемент UI используется для отображения текста? 	Which UI element is used to display text?	Text field (Текстовое поле)	Growth of winged unicorns (Рост крылатых единорогов)	лол	lol	youto.be	fsdhe	bla bla	13	13	13	423423	Text field	Текстовое поле	Growth of winged unicorns	Рост крылатых единорогов
340	1	1	Что такое типографика в UI? 	What is typography in UI?	The art of arranging and visually styling text (Искусство расположения и визуального оформления текста)	Book with a bookmark (Книжка с закладкой)	лол	lol	youto.be	fsdhe	bla bla	13	13	13	423423	The art of arranging and visually styling text	Искусство расположения и визуального оформления текста	Book with a bookmark	Книжка с закладкой
341	1	1	Какой инструмент в Framer позволяет задавать анимацию элементам UI? 	Which tool in Framer allows animating UI elements?	Анимации (Animations)	Knights of the Round Table (Рыцари Круглого стола)	лол	lol	youto.be	fsdhe	bla bla	13	13	13	423423	Анимации	Animations	Knights of the Round Table	Рыцари Круглого стола
342	1	1	Что означает UX в UI-дизайне? 	What does UX mean in UI design?	User Experience (Пользовательский опыт)	Магическая палочка (Magic wand)	лол	lol	youto.be	fsdhe	bla bla	13	13	13	423423	User Experience	Пользовательский опыт	Магическая палочка	Magic wand
343	1	1	Что такое цветовая схема в UI? 	What is a color scheme in UI?	A set of colors used to create a cohesive visual appearance of the interface (Набор цветов, используемых для создания согласованного внешнего вида интерфейса)	Pink unicorn (Розовый единорог)	лол	lol	youto.be	fsdhe	bla bla	13	13	13	423423	A set of colors used to create a cohesive visual appearance of the interface	Набор цветов, используемых для создания согласованного внешнего вида интерфейса	Pink unicorn	Розовый единорог
344	1	1	Какой элемент интерфейса позволяет пользователю взаимодействовать с UI? 	Which element of the interface allows the user to interact with UI?	Кнопка (Button)	Mystery of the Bermuda Triangle (Тайна Бермудского треугольника)	лол	lol	youto.be	fsdhe	bla bla	13	13	13	423423	Кнопка	Button	Mystery of the Bermuda Triangle	Тайна Бермудского треугольника
345	1	1	Что такое комментарии кода в UI-дизайне? 	What are code comments in UI design?	Special notes in the code used to describe or explain its meaning (Специальные пометки в коде, используемые для описания или пояснения его смысла)	Панель управления космическим  космическим кораблем (Spaceship control panel)	лол	lol	youto.be	fsdhe	bla bla	13	13	13	423423	Special notes in the code used to describe or explain its meaning	Специальные пометки в коде, используемые для описания или пояснения его смысла	Панель управления космическим  космическим кораблем	Spaceship control panel
346	1	1	Как выровнять элементы интерфейса в Framer? 	How to align elements in Framer?	Use guides and alignment indicators (Использовать контрольные линии и указатели выравнивания)	Programming language for secret messages (Язык программирования для тайных сообщений)	лол	lol	youto.be	fsdhe	bla bla	13	13	13	423423	Use guides and alignment indicators	Использовать контрольные линии и указатели выравнивания	Programming language for secret messages	Язык программирования для тайных сообщений
347	1	1	Что делает UI дизайнер с "мертвым" пространством на макете? 	What does a UI designer do with "dead" space in a layout?	Uses it for better centering and balance of elements (Использует его для лучшей центровки и сбалансированности элементов)	Ask the jigsaw (Спросить у контурной пилы)	лол	lol	youto.be	fsdhe	bla bla	13	13	13	423423	Uses it for better centering and balance of elements	Использует его для лучшей центровки и сбалансированности элементов	Ask the jigsaw	Спросить у контурной пилы
348	1	1	Что называется "сеткой" в UI дизайне? 	What is called a "grid" in UI design?	A tool for placing and aligning interface elements (Инструмент для размещения и выравнивания элементов интерфейса)	Revives "dead" space with necromancy (Возрождает "мертвое" пространство с помощью некромантии)	лол	lol	youto.be	fsdhe	bla bla	13	13	13	423423	A tool for placing and aligning interface elements	Инструмент для размещения и выравнивания элементов интерфейса	Revives "dead" space with necromancy	Возрождает "мертвое" пространство с помощью некромантии
																			
																			
			4																
